,user,text
4239,thehowie,The United States needs to make sure that every state can #TESTVIRUSNOW . The window for full containment has likely closed; but we still can do a lot to mitigate harm and further spread. #coronavirus #covid19
4240,COPi314,Presidents thoughtful response was to call #coronavirus a Dem Hoax.  His only goal is to boost stock market and retain power with help of feeble do-nothing GOP Congressmen such as yourself.  You are OK with billions to farmers to hide #trumptariffs but not any for public health?
4241,MumbaiyaChhori,I already had this OCD of washing my hands often.. now its triggered even more!  #coronavirus
4242,Trelzer,#DoctorsSpeakUp Talk about the #coronavirus and how we can develop a vaccine for it to stop
4243,AcademyOfRock,"Why, in the case of Corona, we must be led by the science and experts, whereas in the case of Brexit, experts are a nuisance and we are led by donkeys?

@BorisJohnson @MattHancock
#Brexit #coronavirus"
4244,USGLC,"...continued from @LizSchrayer: ""While the outcome of this vote was certainly not a surprise, it’s still incredibly troubling that in the midst of the global #coronavirus outbreak we would even question the need for America to engage in the world."""
4245,LcTxgirl,"If you’ve ever used the bathroom at The Lone Star Amphitheater in Lubbock during a concert, then you are immune to the #coronavirus"
4246,__JZM,My professor defending her students to make rest of this quarter online. That way no one contracts the virus back to home that may have people living with preexisting conditions  #UW #CoronaVirusSeattle #coronavirus
4247,VoiceOfMerrill,Really hoping the #coronavirus gets that snot booger from the Mucinex ad. He creeps me out.
4248,Thoughtsofawom2,"NEWS: WE'RE ALL GONNA DIE.

Australians: ""Get the toilet roll in mate and newspaper too!""

Americans: ""Hey better not drink that Corona beer man, seems like a conspiracy!""

British: ""Oh well it was always going to happen sometime, shall we pop down the pub love?""

#coronavirus"
4249,richiechristie1,"#CORONAVIRUS IS IN TENNESSEE. To all my followers, if I die young bury me in satin. Lay me down on a bed of roses. Sink me in the river at dawn. Send me away with the words of a love song."
4250,suz___m,"#coronavirus #coronavirusuk 

The UK has it’s first death 

We need our health secretary to give the NHS everything it needs to limit the death toll"
4251,Curry10Curry,Me too! This is ridiculous. Pathetic customer service for #RyanAir #Coronavirus
4252,AndyShain,".@UofSC Board of Trustees call special meeting Friday to hire a provost, discuss a land purchase and get a #coronavirus update"
4253,raikeswood,I've been waiting to hear what Matt Le Tissier thinks about #coronavirus. I can finally relax. Has anyone asked Peter Shilton?
4254,strayidler,"Humoristic poll: so, #traveltribe, if due to #CoronaVirus restrictions I will have to stay in #Italy, I should:"
4255,freddyatton,"#TrumpPoll | #CoronaVirus | #COVID19 

CORONA VIRUS

— today could be our last day on earth

HOW WILL YOU CELEBRATE?"
4256,SpmUnnayan,"We want to start a compaign to defeat #coronavirus in West Bengal. Please recognise us as an authorised compaigner for this in the state of West Bengal & supply us materials for this.
Our email: spm.unnayan.parishad@gmail.com @PMOIndia @MoHFW_INDIA @drharshvardhan @MamataOfficial"
4257,qam_f,"Dear @billieeilish, 

We do not have testing kits in this country, you have a #concert in #Raleigh on the 12th of this month. Please take #leadership and postpone this event to a later date. You do not want your concert to be spreading #coronaVirus.

A concerned #parent!"
4258,enduringbrexit,"What percentage of the UK population do you think will contract #coronavirus?

Please share to increase sample size

#CoronaAlert #COVID19"
4259,codebite,Let's get #coronavirus married. That will tame it down for sure!
4260,jamiekaywilde,Just witnessed an IRL elbow tap greeting. It was pretty cute tbh. #coronavirus
4261,AaronLuchon,I just heard @RushMedical just received the 1st confirmed case of #coronavirus. I hope I'm wrong.
4262,Pikalugia,"NORWAY IS STUPID. WE'RE NOT ALLOWED TO ENTER ITALY, YET THERES STILL PLANES AFTER PLANES WITH ITALIANS BEING BROUGHT HERE.  #COVID19 #Corona #CoronaVirus"
4263,LakshmiRangana9,Will CoRana virus lead to stock market crash this Friday? #YesBank #coronavirusinindia #coronavirus
4264,Nesting4Awhile,"Make some flash cards for him #LeningradLindsey.
#coronavirus"
4265,Jemmafj,"One good thing about #coronavirus seems, it's getting men to bloody wash their hands after going toilet!!

#CoronaAlert #COVID19"
4266,SWcelVII,@GaryandShannon @CDCgov how long does the #coronavirus live on surfaces?
4267,twolgemuth,"Multiply 150,000,000 X .035 and see what you get.  That’s half the US population times the death rate of #coronavirus according to the WHO."
4268,digitalhealthmt,"All of you have a lot of questions regarding the current #Coronavirus #outbreak. And there's a lot of content on the internet. What we're lacking is interaction. DHM set out to create #Wenliang, dedicated to the late doctor who tried to warn his fellow medics on 30 December 1/1"
4269,Sheina__,"The way the Mullahs are dying in #Iran people are afraid that maybe they're faking their deaths to escape the trial after the Regime Change.
#Coronavirus
#COVID19"
4270,Toxic_Icarus,At a Chinese takeaway and someone in the kitchen just sneezed  #gonnadie #coronavirus
4271,fahd_khn,Have u ever heard of biological war #coronavirus
4272,Umbrella_1989,OK VEGAS!! IT JUST GOT REAL!! #coronavirus is officially out here! IF YOU DON'T LIVE IN MY HOME DON'T TOUCH ME! #SurvivalMode #ProtectTheNest
4273,TDSskip,"In one month, the stock price for Carnival Cruise has slid 36 percent. #coronavirus"
4274,Dark87675794,Be Safe from #coronavirus infection
4275,swindeazy,"Fuck you, #coronavirus. I was so pumped to see #NoTimeToDie next month. Damn you sick mofos!  "
4276,XRPotato,"99%certain I have the virus.  No fever, no cough. Woke up with a minor soar throat, went away after breakfast. But definitely having breathing difficulties. . . also I feel light pain in the lung area, very faint.
#coronavirus"
4277,_Angelina_He,Nobody trusts us. Great#Coronavirus
4278,komron_hussaini,Quarantines in America are coming. There's no choice now. I think we may see negative GDP growth for the year. I really hope this is not the case but it seems inevitable. #coronavirus
4279,DescentIncan,"If you think you have a good chance of catching the #coronavirus, please just stop. Stop chasing.

You will not get any winner's prize."
4280,vaibhav_syal,On a second thought- the culture of namaste and not handshakes and no hugs and kisses to greet each other is somewhat in favour of India to limit the spread of #coronavirus #COVID19.
4281,imperator_cohl,".  
 

 
“How’s a chance before #coronavirus takes us both”"
4282,aby_usa,Is #coronavirus left wing or right wing? @TheTweetOfGod
4283,simarcoanderson,#Coronavirus going to wipe out #BorisJohnson supporters since 90% of them are above 65 lmao
4284,MilosVendettaOG,@realDonaldTrump #Coronavirus what’s your Hunch now since you make the most fake news!!!!
4285,Warisha91735081,"Coronavirus is spreading rapidly & the only one who can protect us is ""ALLAh"".
May ALLAH save & protect  all of us.
(Ameen ya rab)
#coronavirusinindia
#coronavirus"
4286,latrodectusxo,"New date idea during #covid outbreak. Go on a date with a guy and after he pays and tries to kiss you say “I’m sorry I can’t kiss anyone, I’m just really afraid of #coronavirus. Hope you understand” #wastehistime2020"
4287,starmum2003,Thought the media scaremongering was bad before. Now watch!!! #coronavirus
4288,ten24get,Assume anyone wearing a Red MAGA is a #CoronaVirus Carrier. @ChrisJansing
4289,Beer_Fun_Sports,What if having sex with Magic Johnson is the cure to #CoronaVirus...
4290,BritafterBrex,"Surely it's because UK has left EU? As EU won't let members vaccinate cattle! 
#Badgers #BrexitReality #coronavirus"
4291,BethiahT,"Pat yourself on the back, Doofus, because you will be blamed ad coronavirus patients start flooding America. You STILL allowed them in. #Coronavirus #COVID19"
4292,charlichacha,"#Nigeria should deploy SARS, giving them maximum power to catch all the #coronavirus victims.... #smokebox"
4293,OdysseusIthake,"First death in Rome, a 87 year old woman with underlying medical condition. 

(@TgLa7)

#coronavirus #coronavirusitalla #CoronavirusOutbreak #CoronaVirusUpdate"
4294,SFAdrienClment,"Great performance ,but in Iran government has poor performance against #coronavirus"
4295,thedumbtrader,"If #coronavirus & #yesbank issue was not enough , now it's DOW down another 1000 points & still going down.

"
4296,TkMasondo,"So, if this virus is still incubating while you're traveling, hence cannot be discovered from screening, does that mean at that point you cannot transmit it either? #coronavirus"
4297,neal_earley,"Pritzker said if people have sick time and are sick ""this is the time"" to stay home. #coronavirus"
4298,nomorecakepls,"Let those of us who can voluntarily keep our kids home and temporarily home educate without fines! Costs nothing, reduces risk at all! @jeremycorbyn @BorisJohnson @BBCPolitics #coronavirus"
4299,ErnstGreiner,"The #coronavirus is spreading now in europe dramaticaly. In Germany there are more than 250 new infected people today, Italy more than 750. I'm deeply concerned..."
4300,Graelwyn,"So, apparently a nurse who has developed symptoms of #coronavirus and the son of someone who returned from Korea who is unwell, have been refused scans @MattHancock what the Heck are you people playing at? Test people with symptoms! #coronavirusuk"
